SMILES,Rewards,Imp,MW
CC(c1cccnc1O)C([C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)n1cnnc1,"[0.382, 0.5899030816963824, 0.49830489609806583]",[0.248      0.21711753 0.3282728 ],438.5070000000001
[CH]NC1(F)C(N)=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.382, 0.5052306538808624, 0.5161934825496394]",[0.248      0.1324451  0.34616138],387.4350000000002
0:[CH]NC1(F)C(N)=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.382, 0.5052306538808624, 0.5161934825496394]",[0.248      0.1324451  0.34616138],0
0:CC(C(=O)[CH][C@H]1CC(C(=O)O[C@H]2[CH]CNC2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.382, 0.391530230475607, 0.5809684136753146]",[0.248      0.01874468 0.41093632],0
CC(C(=O)[CH][C@H]1CC(C(=O)O[C@H]2[CH]CNC2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.382, 0.391530230475607, 0.5809684136753146]",[0.248      0.01874468 0.41093632],496.5390000000002
C[C@H](C=O)CCOC(C)(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.382, 0.37703532801360745, 0.5667387898169043]",[0.248      0.00424977 0.39670669],498.57500000000016
0:C[C@H](C=O)CCOC(C)(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.382, 0.37703532801360745, 0.5667387898169043]",[0.248      0.00424977 0.39670669],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1(N(C)Cc2ccc(O)cc2O)C=CN=C1O,"[0.382, 0.3737636300961432, 0.5413515695524003]",[0.248      0.00097807 0.37131947],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1(N(C)Cc2ccc(O)cc2O)C=CN=C1O,"[0.382, 0.3737636300961432, 0.5413515695524003]",[0.248      0.00097807 0.37131947],537.6120000000003
CC(C(=O)[CH][C@H]1CC([NH+])N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.381, 0.7401048503287656, 0.5593010644742318]",[0.247      0.3673193  0.38926897],370.38400000000007
0:CC(C(=O)[CH][C@H]1CC([NH+])N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.381, 0.7401048503287656, 0.5593010644742318]",[0.247      0.3673193  0.38926897],0
0:[CH][NH2+]c1cnc(O)c(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c1,"[0.381, 0.6138460110396932, 0.5753575414689953]",[0.247      0.24106046 0.40532544],0
[CH][NH2+]c1cnc(O)c(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c1,"[0.381, 0.6138460110396932, 0.5753575414689953]",[0.247      0.24106046 0.40532544],426.49200000000013
0:CCNC(=S)SC1(F)C(N)=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.381, 0.5124799023561236, 0.5166888919180836]",[0.247      0.13969435 0.34665679],0
CCNC(=S)SC1(F)C(N)=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.381, 0.5124799023561236, 0.5166888919180836]",[0.247      0.13969435 0.34665679],479.6230000000003
CC(C)C(=O)Oc1ncccc1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.381, 0.4794524996234923, 0.5659807516272015]",[0.247      0.10666694 0.39594865],468.5490000000003
0:CC(C)C(=O)Oc1ncccc1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.381, 0.4794524996234923, 0.5659807516272015]",[0.247      0.10666694 0.39594865],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1COO,"[0.381, 0.39523999530851506, 0.5329758583609041]",[0.247      0.02245444 0.36294376],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1COO,"[0.381, 0.39523999530851506, 0.5329758583609041]",[0.247      0.02245444 0.36294376],428.4840000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=CCO[C@H](C)C=O)c1cccc(F)c1N)c1cccnc1O,"[0.381, 0.38469964239756094, 0.5215026053281875]",[0.247      0.01191409 0.35147051],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=CCO[C@H](C)C=O)c1cccc(F)c1N)c1cccnc1O,"[0.381, 0.38469964239756094, 0.5215026053281875]",[0.247      0.01191409 0.35147051],482.5760000000002
0:CC[NH+](CC1(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)C=CN=C1O)C(C)(C)F,"[0.381, 0.3549718830940515, 0.5341085305199249]",[ 0.247      -0.01781367  0.36407643],0
CC[NH+](CC1(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)C=CN=C1O)C(C)(C)F,"[0.381, 0.3549718830940515, 0.5341085305199249]",[ 0.247      -0.01781367  0.36407643],504.6220000000002
Cc1c(Cl)cnc(NC(C(=O)C(C)c2cccnc2O)[C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c1N,"[0.381, 0.30756741308557384, 0.5014200555587385]",[ 0.247      -0.06521814  0.33138796],555.0540000000002
0:Cc1c(Cl)cnc(NC(C(=O)C(C)c2cccnc2O)[C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c1N,"[0.381, 0.30756741308557384, 0.5014200555587385]",[ 0.247      -0.06521814  0.33138796],0
0:C[C@@H]1CCC[C@H]([CH]C(=O)C2(C)C=NN(CCOCC(N)O)C2=O)N1C(=O)c1cccc(F)c1N,"[0.381, 0.20523890352119362, 0.5682541245688647]",[ 0.247      -0.16754665  0.39822203],0
C[C@@H]1CCC[C@H]([CH]C(=O)C2(C)C=NN(CCOCC(N)O)C2=O)N1C(=O)c1cccc(F)c1N,"[0.381, 0.20523890352119362, 0.5682541245688647]",[ 0.247      -0.16754665  0.39822203],476.52900000000017
CC(C#N)C1=C(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)C(O)=N1,"[0.38, 0.6751414411918769, 0.516256574652897]",[0.246      0.30235589 0.34622448],425.48400000000015
0:CC(C#N)C1=C(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)C(O)=N1,"[0.38, 0.6751414411918769, 0.516256574652897]",[0.246      0.30235589 0.34622448],0
0:CC(C(=O)[CH][C@H]1C(CN)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.38, 0.6375662236937653, 0.5510785543980978]",[0.246      0.26478067 0.38104646],0
CC(C(=O)[CH][C@H]1C(CN)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.38, 0.6375662236937653, 0.5510785543980978]",[0.246      0.26478067 0.38104646],399.44600000000014
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC1(N)C1=CC(CCN)C1)c1cccnc1O,"[0.38, 0.5367604900227135, 0.472232975357917]",[0.246      0.16397493 0.30220088],437.56400000000025
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC1(N)C1=CC(CCN)C1)c1cccnc1O,"[0.38, 0.5367604900227135, 0.472232975357917]",[0.246      0.16397493 0.30220088],0
0:CC(C(=O)[CH][C@H]1CC(C)(N(CCC#N)C(N)=O)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.38, 0.4863187549563246, 0.5534751110558744]",[0.246      0.1135332  0.38344301],0
CC(C(=O)[CH][C@H]1CC(C)(N(CCC#N)C(N)=O)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.38, 0.4863187549563246, 0.5534751110558744]",[0.246      0.1135332  0.38344301],481.50800000000015
CNC1COCC[C@H]1C(=O)[C@@H]1CCC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.38, 0.44796384437560555, 0.5498352718445161]",[0.246      0.07517829 0.37980317],525.6010000000001
0:CNC1COCC[C@H]1C(=O)[C@@H]1CCC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.38, 0.44796384437560555, 0.5498352718445161]",[0.246      0.07517829 0.37980317],0
0:C=CC1NCC(=O)N1CC(C)(O)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.38, 0.42990282867219987, 0.5357161829427068]",[0.246      0.05711727 0.36568408],0
C=CC1NCC(=O)N1CC(C)(O)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.38, 0.42990282867219987, 0.5357161829427068]",[0.246      0.05711727 0.36568408],445.5150000000002
0:CC(C(=O)[CH][C@H]1CC([NH+]2CC[C@@H]2C=O)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.38, 0.4259270209236541, 0.5528695793929677]",[0.246      0.05314147 0.38283748],0
CC(C(=O)[CH][C@H]1CC([NH+]2CC[C@@H]2C=O)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.38, 0.4259270209236541, 0.5528695793929677]",[0.246      0.05314147 0.38283748],440.4750000000001
0:CC(C(=O)[CH][C@H]1C(CC[C@](C)(O)CC(=O)[O-])CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.38, 0.3975809478572502, 0.5583844398663551]",[0.246      0.02479539 0.38835234],0
CC(C(=O)[CH][C@H]1C(CC[C@](C)(O)CC(=O)[O-])CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.38, 0.3975809478572502, 0.5583844398663551]",[0.246      0.02479539 0.38835234],527.5930000000002
0:C[CH]S[C@H](C)C[IH]NC1=C(N)C(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)=C1,"[0.38, 0.20045217636911228, 0.49866394766754807]",[ 0.246      -0.17233338  0.32863185],0
C[CH]S[C@H](C)C[IH]NC1=C(N)C(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)=C1,"[0.38, 0.20045217636911228, 0.49866394766754807]",[ 0.246      -0.17233338  0.32863185],598.5510000000002
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1([C@@H]2C[C@H]3[CH]C(=O)[C@@H](C)N2C3)C=CC(F)=C1N)c1cccnc1O,"[0.379, 0.5899450116422422, 0.5329373494192294]",[0.245      0.21715946 0.36290525],522.6210000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1([C@@H]2C[C@H]3[CH]C(=O)[C@@H](C)N2C3)C=CC(F)=C1N)c1cccnc1O,"[0.379, 0.5899450116422422, 0.5329373494192294]",[0.245      0.21715946 0.36290525],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1c(O[C@H](C)C=O)ccnc1O,"[0.379, 0.4475020388135272, 0.5740281385212964]",[0.245      0.07471648 0.40399604],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1c(O[C@H](C)C=O)ccnc1O,"[0.379, 0.4475020388135272, 0.5740281385212964]",[0.245      0.07471648 0.40399604],470.52100000000024
CC(C(=O)[CH][C@H]1CCC[C@@H](C([O-])[CH]c2ccccc2F)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.379, 0.4385010465052624, 0.5615267034346832]",[0.245      0.06571549 0.39149461],520.5560000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C([O-])[CH]c2ccccc2F)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.379, 0.4385010465052624, 0.5615267034346832]",[0.245      0.06571549 0.39149461],0
C=C1NC(=O)C=C1NC1(C)CC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.379, 0.43594143051944667, 0.565166008679636]",[0.245      0.06315588 0.39513391],492.5310000000002
0:C=C1NC(=O)C=C1NC1(C)CC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.379, 0.43594143051944667, 0.565166008679636]",[0.245      0.06315588 0.39513391],0
0:C[C](O)CC(C)(C)COC1(N)C=CC=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.379, 0.4180172282101908, 0.5425522185984453]",[0.245      0.04523167 0.37252012],0
C[C](O)CC(C)(C)COC1(N)C=CC=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.379, 0.4180172282101908, 0.5425522185984453]",[0.245      0.04523167 0.37252012],497.6360000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=NC=S)c1cccc(F)c1N)c1cccnc1O,"[0.379, 0.3043418230647843, 0.5158228366214781]",[ 0.245      -0.06844373  0.34579074],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=NC=S)c1cccc(F)c1N)c1cccnc1O,"[0.379, 0.3043418230647843, 0.5158228366214781]",[ 0.245      -0.06844373  0.34579074],441.55200000000013
0:CC[NH+](CC(=O)NC(C)C)CC1(O)C=C1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.379, 0.2613637691765392, 0.5731173320932448]",[ 0.245      -0.11142179  0.40308523],0
CC[NH+](CC(=O)NC(C)C)CC1(O)C=C1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.379, 0.2613637691765392, 0.5731173320932448]",[ 0.245      -0.11142179  0.40308523],516.6580000000002
0:CC(CC1CCC1)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.378, 0.7522973404914032, 0.5067070195421552]",[0.244      0.37951179 0.33667492],0
CC(CC1CCC1)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.378, 0.7522973404914032, 0.5067070195421552]",[0.244      0.37951179 0.33667492],373.4920000000001
0:CCC(C)C1(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)C(N)=C1F,"[0.378, 0.7076524447765629, 0.5085012353027767]",[0.244      0.33486689 0.33846914],0
CCC(C)C1(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)C(N)=C1F,"[0.378, 0.7076524447765629, 0.5085012353027767]",[0.244      0.33486689 0.33846914],416.5170000000002
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1c(O)nccc(=O)c1C#N,"[0.378, 0.6667781979257739, 0.5802777186179169]",[0.244      0.29399264 0.41024562],451.47800000000024
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1c(O)nccc(=O)c1C#N,"[0.378, 0.6667781979257739, 0.5802777186179169]",[0.244      0.29399264 0.41024562],0
0:[CH]NC1=C(N)C(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)=C1,"[0.378, 0.6486320985261341, 0.4838168800639333]",[0.244      0.27584654 0.31378478],0
[CH]NC1=C(N)C(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)=C1,"[0.378, 0.6486320985261341, 0.4838168800639333]",[0.244      0.27584654 0.31378478],381.4560000000002
0:C[C@@H]1CCC[C@H]([CH]C(=O)[C@@](O)(CF)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.378, 0.6042328972026023, 0.5546253425340899]",[0.244      0.23144734 0.38459324],0
C[C@@H]1CCC[C@H]([CH]C(=O)[C@@](O)(CF)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.378, 0.6042328972026023, 0.5546253425340899]",[0.244      0.23144734 0.38459324],432.4470000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1c(SC2=NN=C[C@H]2C)ccnc1O,"[0.378, 0.5482558010740084, 0.5396890853558544]",[0.244      0.17547025 0.36965699],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1c(SC2=NN=C[C@H]2C)ccnc1O,"[0.378, 0.5482558010740084, 0.5396890853558544]",[0.244      0.17547025 0.36965699],510.61500000000024
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=C(OCCO)N=C1O,"[0.378, 0.5418146757561915, 0.5181629701897259]",[0.244      0.16902912 0.34813087],432.47200000000026
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=C(OCCO)N=C1O,"[0.378, 0.5418146757561915, 0.5181629701897259]",[0.244      0.16902912 0.34813087],0
CNC(=O)[C@@H](CC#N)[C@@H](C)CCC1=C(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)C(O)=N1,"[0.378, 0.36099506025808575, 0.5376254247883627]",[ 0.244      -0.01179049  0.36759333],538.6440000000002
0:CNC(=O)[C@@H](CC#N)[C@@H](C)CCC1=C(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)C(O)=N1,"[0.378, 0.36099506025808575, 0.5376254247883627]",[ 0.244      -0.01179049  0.36759333],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N[NH2+]C[CH]CO)c1cccnc1O,"[0.378, 0.23901938294298083, 0.5595940003890052]",[ 0.244      -0.13376617  0.3895619 ],471.5530000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N[NH2+]C[CH]CO)c1cccnc1O,"[0.378, 0.23901938294298083, 0.5595940003890052]",[ 0.244      -0.13376617  0.3895619 ],0
0:C[C]CC1(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)C=CC(F)=C1N,"[0.377, 0.694168541677768, 0.5088962621590178]",[0.243      0.32138299 0.33886416],0
C[C]CC1(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)C=CC(F)=C1N,"[0.377, 0.694168541677768, 0.5088962621590178]",[0.243      0.32138299 0.33886416],426.5120000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC(N[C@H]2CCCO2)=C1N)c1cccnc1O,"[0.377, 0.5964219242435483, 0.4869907311790924]",[0.243      0.22363637 0.31695863],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC(N[C@H]2CCCO2)=C1N)c1cccnc1O,"[0.377, 0.5964219242435483, 0.4869907311790924]",[0.243      0.22363637 0.31695863],439.5360000000003
0:C=[N+]C1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.377, 0.558627025294308, 0.5664279906824753]",[0.243      0.18584147 0.39639589],0
C=[N+]C1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.377, 0.558627025294308, 0.5664279906824753]",[0.243      0.18584147 0.39639589],411.45700000000016
0:CC(C(=O)C1C(Cl)C1CCN(C)C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.377, 0.5303098414807468, 0.49168440034980787]",[0.243      0.15752429 0.3216523 ],0
CC(C(=O)C1C(Cl)C1CCN(C)C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.377, 0.5303098414807468, 0.49168440034980787]",[0.243      0.15752429 0.3216523 ],419.8840000000001
0:CC(C(=O)[CH][C@H]1CCC1([CH][NH3+])C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.377, 0.4983770396807357, 0.5056702873731331]",[0.243      0.12559148 0.33563819],0
CC(C(=O)[CH][C@H]1CCC1([CH][NH3+])C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.377, 0.4983770396807357, 0.5056702873731331]",[0.243      0.12559148 0.33563819],384.43100000000015
CC(=O)NC[C@H](C)C(C(=O)C(C)c1cccnc1O)[C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.377, 0.4771946579554767, 0.5245738495312939]",[0.243      0.1044091  0.35454175],498.59900000000033
0:CC(=O)NC[C@H](C)C(C(=O)C(C)c1cccnc1O)[C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.377, 0.4771946579554767, 0.5245738495312939]",[0.243      0.1044091  0.35454175],0
C[CH][N+]c1ccc(C)cc1C1C[C@@H](C)N(C(=O)c2cccc(F)c2N)[C@H]1[CH]C(=O)C(C)c1cccnc1O,"[0.377, 0.40086708618753925, 0.5764141935444316]",[0.243      0.02808153 0.4063821 ],515.6090000000003
0:C[CH][N+]c1ccc(C)cc1C1C[C@@H](C)N(C(=O)c2cccc(F)c2N)[C@H]1[CH]C(=O)C(C)c1cccnc1O,"[0.377, 0.40086708618753925, 0.5764141935444316]",[0.243      0.02808153 0.4063821 ],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1(OOc2ccccc2N)C=CN=C1O,"[0.377, 0.2773240586354445, 0.5595058727489499]",[ 0.243      -0.0954615   0.38947377],509.5580000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1(OOc2ccccc2N)C=CN=C1O,"[0.377, 0.2773240586354445, 0.5595058727489499]",[ 0.243      -0.0954615   0.38947377],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC(N[SH](=O)=O)=C1N)c1cccnc1O,"[0.376, 0.462676806915592, 0.4902327570637618]",[0.242      0.08989125 0.32020066],433.51000000000016
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC(N[SH](=O)=O)=C1N)c1cccnc1O,"[0.376, 0.462676806915592, 0.4902327570637618]",[0.242      0.08989125 0.32020066],0
0:[CH]CNC(=O)N1[C@H](C)CC[C@@H]1Nc1c(F)cccc1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.376, 0.44504984276241427, 0.5527379893134026]",[0.242      0.07226429 0.38270589],0
[CH]CNC(=O)N1[C@H](C)CC[C@@H]1Nc1c(F)cccc1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.376, 0.44504984276241427, 0.5527379893134026]",[0.242      0.07226429 0.38270589],550.6550000000002
0:CC(C(=O)[CH][C@H]1CC([C@@H](C)CS)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.376, 0.43236656142573227, 0.5646986811401606]",[0.242      0.05958101 0.39466658],0
CC(C(=O)[CH][C@H]1CC([C@@H](C)CS)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.376, 0.43236656142573227, 0.5646986811401606]",[0.242      0.05958101 0.39466658],458.5790000000001
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(NC(=O)c1ccc(Cl)s1)c1cccc(F)c1N)c1cccnc1O,"[0.376, 0.3249621123016486, 0.5576526757810247]",[ 0.242      -0.04782344  0.38762058],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(NC(=O)c1ccc(Cl)s1)c1cccc(F)c1N)c1cccnc1O,"[0.376, 0.3249621123016486, 0.5576526757810247]",[ 0.242      -0.04782344  0.38762058],544.0720000000002
CC(C(=O)[CH][C@H]1CC1(C(=O)c1cccc(F)c1N)S(=O)(=O)NCCS)c1cccnc1O,"[0.376, 0.23124284675406795, 0.5242481787182685]",[ 0.242      -0.14154271  0.35421608],480.56300000000016
0:CC(C(=O)[CH][C@H]1CC1(C(=O)c1cccc(F)c1N)S(=O)(=O)NCCS)c1cccnc1O,"[0.376, 0.23124284675406795, 0.5242481787182685]",[ 0.242      -0.14154271  0.35421608],0
0:C[CH]CN(c1ccccc1)C1(F)C(N)=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.375, 0.5124434436932374, 0.5311108975568692]",[0.241      0.13965789 0.3610788 ],0
C[CH]CN(c1ccccc1)C1(F)C(N)=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.375, 0.5124434436932374, 0.5311108975568692]",[0.241      0.13965789 0.3610788 ],492.59500000000025
CN[C@H](C(=O)[O-])C1CC[C@@H](C)N(C(=O)c2cccc(F)c2N)[C@H]1[CH]C(=O)C(C)c1cccnc1O,"[0.375, 0.47066175759433615, 0.5813518965744169]",[0.241     0.0978762 0.4113198],484.5280000000002
0:CN[C@H](C(=O)[O-])C1CC[C@@H](C)N(C(=O)c2cccc(F)c2N)[C@H]1[CH]C(=O)C(C)c1cccnc1O,"[0.375, 0.47066175759433615, 0.5813518965744169]",[0.241     0.0978762 0.4113198],0
C=CCCC(=O)NC1(N)C=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.375, 0.39967581549106534, 0.5133708118648925]",[0.241      0.02689026 0.34333871],439.53600000000023
0:C=CCCC(=O)NC1(N)C=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.375, 0.39967581549106534, 0.5133708118648925]",[0.241      0.02689026 0.34333871],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1c(SCN)ccnc1O,"[0.375, 0.3290557910577463, 0.5519042879086303]",[ 0.241      -0.04372976  0.38187219],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1c(SCN)ccnc1O,"[0.375, 0.3290557910577463, 0.5519042879086303]",[ 0.241      -0.04372976  0.38187219],459.56700000000023
0:CCN(C=O)C(C(=O)c1cccc(F)c1N)C(=O)C(C)c1cccnc1O,"[0.375, 0.31622128487906714, 0.5002667446282302]",[ 0.241      -0.05656427  0.33023465],0
CCN(C=O)C(C(=O)c1cccc(F)c1N)C(=O)C(C)c1cccnc1O,"[0.375, 0.31622128487906714, 0.5002667446282302]",[ 0.241      -0.05656427  0.33023465],373.38400000000007
C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(O)[C@@H](C)N)N1C(=O)c1cccc(F)c1N,"[0.374, 0.6885448407938546, 0.5246690444352151]",[0.24       0.31575929 0.35463695],364.4410000000001
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(O)[C@@H](C)N)N1C(=O)c1cccc(F)c1N,"[0.374, 0.6885448407938546, 0.5246690444352151]",[0.24       0.31575929 0.35463695],0
C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(N)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.374, 0.6476109548299942, 0.5434893897303599]",[0.24       0.2748254  0.37345729],413.4730000000001
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(N)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.374, 0.6476109548299942, 0.5434893897303599]",[0.24       0.2748254  0.37345729],0
